Organization Name,Industries,Description,CB Rank,Min Revenue,Max Revenue,Operating Status,Founded Date,Closed Date,Company Type,isWebsite,isTwitter,isFacebook,isLinkedIn,isContactEmail,isPhoneNumber,Number of Articles,Industry Groups,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Total Funding Amount Currency (in USD),Number of Lead Investors,Number of Investors,Number of Acquisitions,makeAcquisition,wasAcquisition,IPO Status,Number of Events,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,Country,City,State,Headquarters Regions,isInTop100
Celotor,"Internet, Messaging","Detects and reports the jealousy of his cows, 24 hours a day, 365 days a year","170,585",0,0,Active,01/01/2011,,For Profit,1,1,1,0,1,1,0,"Information Technology, Internet Services, Messaging and Telecommunications",1,0-50,5,Seed,01/11/2013,423529,0,1,0,0,0,Private,0,13,0,0,14,0,0,Colombia,Colombiano,Magdalena,Latin America,0
Glya,"Health Care, Medical",Glya is a social network that enables health professionals to socialize and share information among one another.,"175,022",0,0,Active,01/01/2012,,For Profit,1,1,1,0,1,0,0,Health Care,0,1001-2000,1,,08/05/2012,32409,0,1,0,0,0,Private,0,9,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
myband.is,"Apps, Software","Myband.is enables users to make custom webpages, using content from their social networks.","175,191",0,1000000,Active,01/01/2012,,For Profit,1,1,0,0,0,0,0,"Apps, Software",1,1001-2000,1,Seed,02/06/2012,39253,0,1,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Icanbesponsored,Sports,Icanbesponsored is an online company that enables young athletes to find sponsors for their sports careers.,"175,211",0,0,Active,01/01/2012,,For Profit,1,1,1,0,1,1,0,Sports,0,1001-2000,1,Seed,10/08/2012,1000,0,1,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
WOWPark,"Parking, Public Transportation",Parking Spots Marketplace,"177,958",0,0,Active,01/01/2014,,For Profit,1,1,1,0,1,1,0,Transportation,3,1001-2000,1,Seed,13/10/2014,25000,0,0,0,0,0,Private,0,15,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Amazing Soul Games,"Computer, Gaming, Video Games",Amazing Soul Game Studio is a videogame production company.,"187,620",0,1000000,Active,01/01/2013,,For Profit,1,1,1,0,0,0,0,"Consumer Electronics, Gaming, Hardware",2,1001-2000,1,Seed,01/09/2016,25000,0,1,0,0,0,Private,0,10,0,0,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
Nuevos Horizontes de Información,"Information Services, Transportation, Travel",Nuevos Horizontes de Información is an organization focused on optimizing the information tools.,"187,741","1,000,000",10000000,Active,01/01/2011,,For Profit,1,0,0,1,1,1,0,"Information Technology, Transportation, Travel and Tourism",0,1001-2000,1,Seed,01/04/2018,20000,0,0,0,0,0,Private,0,7,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
StudioSnaps,"Advertising, Consumer, E-Commerce, iOS, Real Time, Software",Studiosnaps rethinks the traditional photobooth concept to transform a most commonly considered party favor into a new form of outdoor,"189,089",0,1000000,Active,01/01/2011,,For Profit,1,1,0,0,1,1,0,"Advertising, Commerce and Shopping, Mobile, Other, Platforms, Sales and Marketing, Software",1,1001-2000,1,Seed,23/11/2011,40000,0,1,0,0,0,Private,0,11,0,0,6,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
coworkYA!,"Communities, Coworking, Office Administration",coworkYA brings a true coworking environment to Colombia,"190,736",0,0,Active,01/12/2016,,For Profit,1,1,1,0,1,1,0,"Administrative Services, Community and Lifestyle, Real Estate",1,1001-2000,2,Seed,10/06/2017,30000,0,2,0,0,0,Private,0,3,0,0,17,0,0,Colombia,Medellín,Antioquia,Latin America,0
WinAd,"Advertising, Digital Marketing, Information Technology",WinAd is Social Network specialized on connecting users and brands through advertising contests.,"205,701",0,0,Active,01/01/2010,,For Profit,1,0,0,1,0,1,0,"Advertising, Information Technology, Sales and Marketing",2,1001-2000,1,Seed,01/03/2014,25000,0,1,0,0,0,Private,0,10,0,0,0,0,0,Colombia,Santiago De Cali,Valle del Cauca,Latin America,0
ZEturf,"Information Services, Racing",ZEturf operates an online information and betting website for horse racing.,"208,953","1,000,000",10000000,Active,01/01/2001,,For Profit,1,0,0,0,0,1,0,"Information Technology, Sports",1,0-50,1,,09/07/2010,11375471,1,1,0,0,0,Private,0,22,0,"22,188",8,0,0,Colombia,Cali,Valle del Cauca,Latin America,0
ZIO Studios,"Animation, Gaming, Video Games","ZIO Studios focuses on the creation of various cross-media, multi-platform experiences, including 3D animations, video games, and more.","248,150",0,0,Active,01/01/2011,,For Profit,1,1,1,0,1,1,2,"Gaming, Media and Entertainment, Video",1,0-50,1,Early Stage Venture,24/02/2011,1300000,1,1,0,0,0,Private,0,5,0,0,13,0,2,Colombia,Bogotá,Distrito Especial,Latin America,0
Isagen,"CleanTech, Construction, Energy","Isagen is a cleantech company dedicated to energy generation, construction of projects and commercialization of energy solutions.","273,445",0,0,Active,01/01/1997,,For Profit,1,1,1,0,1,1,2,"Energy, Real Estate, Sustainability",0,501-1000,1,IPO,11/12/2009,140000000,0,1,0,0,0,Delisted,0,23,8,14,13,0,0,Colombia,Medellín,Antioquia,Latin America,0
PúbliKo,"Communities, Internet, Social Network",Lets improve our cities together,"284,179",0,0,Active,,,For Profit,1,1,1,0,0,0,0,"Community and Lifestyle, Internet Services",2,1001-2000,1,Seed,30/03/2014,25000,0,0,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Yimup,"Art, Internet, Online Portals",Yimup is an online platform that enables emerging artists to create and share their work.,"284,601",0,1000000,Active,01/01/2010,,For Profit,1,1,1,0,1,0,0,"Internet Services, Media and Entertainment",1,1001-2000,1,,07/09/2011,34643,0,1,0,0,0,Private,0,13,0,0,11,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Filecubed,"Developer Tools, File Sharing","Filecubed is a web app for Dropbox that helps users organize, share, and showcase their files.","297,414",0,0,Closed,01/01/2012,,For Profit,1,1,0,0,1,0,0,Software,2,1001-2000,1,Seed,01/01/2012,50000,0,1,0,0,0,Private,0,0,0,0,1,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Cubbi.co,"CRM, Small and Medium Businesses",Cubbi.co,"312,258",0,0,Active,01/01/2008,,For Profit,0,0,0,0,0,0,0,"Information Technology, Other, Sales and Marketing, Software",0,1001-2000,1,,03/09/2011,34917,0,1,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
MiHoraTuHora,Impact Investing,Plataforma de intercambio de favores donde las actividades tienen valor de acuerdo al tiempo que toma realizarlas. 1 hr mía = 1 hr tuya.,"374,300",0,0,Closed,01/01/2013,,For Profit,1,1,1,1,0,0,0,"Financial Services, Lending and Investments",2,0-50,1,,03/12/2013,9000,0,1,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Geelbe,"Brand Marketing, E-Commerce, Fashion, Nightclubs, Shopping",Geelbe is a private internet purchasing club providing its members with access to coveted fashion and luxury lifestyle brands.,"387,031",0,0,Active,01/01/2008,,For Profit,1,1,1,0,1,0,6,"Clothing and Apparel, Commerce and Shopping, Design, Events, Media and Entertainment, Sales and Marketing",2,0-50,3,Early Stage Venture,11/12/2009,4700000,0,0,0,0,0,Private,0,15,2,274,23,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Milmenus.com,"Mobile, Restaurants","Milmenus is a Colombia-based restaurant menu guide offering a database of recipes, reviews, customer ratings, screenshots, and more.","454,636","1,000,000",10000000,Active,07/06/2010,,For Profit,1,1,1,0,1,1,0,"Food and Beverage, Mobile",2,1001-2000,1,Seed,07/06/2010,7500,0,0,0,0,0,Private,0,16,0,0,8,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Market Over Video,Video,Market Over Video,"461,041",0,0,Active,,,For Profit,0,0,0,0,0,0,0,"Media and Entertainment, Video",1,0-50,1,Seed,05/09/2011,35201,0,1,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Toomga,"Market Research, Public Relations",Toomga is to create an entertainment space in which millions of users from all over the world,"483,454",0,0,Closed,01/01/2011,,For Profit,0,1,1,0,0,0,0,"Data and Analytics, Design, Sales and Marketing",2,0-50,1,Seed,06/09/2011,16725,0,1,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Deitek Systems,"Electronics, Medical, Software",Deitek Systems is a software company that provides IT solutions for business information management in health and pharmaceuticals sectors.,"515,168",0,0,Active,01/06/2006,,For Profit,1,1,0,0,1,1,0,"Consumer Electronics, Hardware, Health Care, Software",0,1001-2000,1,,01/06/2006,250000,0,1,0,0,0,Private,0,1,0,0,6,0,0,Colombia,Medellín,Antioquia,Latin America,0
LatinMedios,"Advertising, App Marketing, Digital Media, Semantic Search, SEO, Social Media, Social Media Marketing",LatinMedios is a digital marketing agency servicing multinational clients in Colombia and Latin America.,"562,048",0,0,Active,26/08/2008,,For Profit,1,0,0,0,1,1,1,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",2,1001-2000,1,Seed,01/09/2008,75000,0,2,0,0,0,Private,0,1,0,0,4,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
